,tag,quote
0, inspirational,"Men have the blood of their fathers and the passions of their mothers, in the same sense that women have the blood of their mothers and the passions of their fathers. We often find ourselves trapped in life when we fail to balance the two. The most unusual of men are those who are haunted by the warped blood of their fathers and the untamed passions of their mothers. They become either the legends of the legends that mankind remembers for generations or they end up as the fools of their time,"
0, betrayal,Huh! Mankind always comes up with ideas to make up for the follies of the status quo. But what happens if those ideas are inflexible and fail to respond to the changing times. They end up betraying the people who believed in them.
0, betrayal,"True heroes and ideas never fall in the final sense of the word. They can only encounter temporary setbacks in their difficult journey to progress and success,"
0, betrayal,Fear is a basic human instinct and an indicator of the gravity of a situation. It becomes an asset if it is effectively controlled. It becomes a weakness for a man if he lets it prevail over him.
0, life,Lies and partial truths complicate life.
0, betrayal,Human ties are the greatest distorters of reality because they tend to conceal man’s worst selfish instincts.
0, betrayal,Expose human ties for what they really are and you are most likely to find the worst forms of betrayal staring back at you.
0, betrayal,"...only the dreamers of a dream are capable of translating their dreams into worthy practical endeavors that are devoid of haunting errors. After all, they are the ones who carefully observed the link between their dreams and reality; they are the ones who worked consciously to blend them into one."
0, inspirational,"A revolutionary who is out to defeat his enemies could use their weapons, but not their rules."
0, humor,It is better for a realist to bend his will and ethics to accommodate a true friend than it is for him to stick to his principles that may turn the friend into an adversary.
0, betrayal,"The people are like an audience watching a drama. They have characters whose sides they chose even before the start of the show, but they know little or nothing about the people behind the stage―the manipulators."
0, betrayal,"...We find our greatest peace when we embrace something that gives meaning to our lives. Often, it is love for somebody or something we can give up our lives for, or somebody or something that we are sure will never betray us. That love could be for a partner, for our offspring, for a country or for a belief..."
0, betrayal,"The Romans construed Jesus Chris’s crucifixion as a defeat, but what do we have today? Christianity triumphed. Jesus Christ never betrayed himself, he never betrayed his mission and he never corrupted the ideas that God wants us to live by. The Cameroonian soul is genuine. It is noble, and it embodies humaneness. There is no reason to try to kill it because it will triumph ultimately."
0, life-lessons,"I think that's what you say when you can't have something you want, isn't it? You say you don't want it in the first place."
0, learning,"One of the first lessons I learned in working life was that you don't need to like every one of your colleagues, and they don't need to like you either. You just have to respect them, and getting their respect in return."
0, life-lessons,"The grass is greener on the other side, but often this is just an illusion. Most probably, everyone is as unhappy as you."
0, journey-of-life,The best trip is the journey you take in finding yourself.
0, anissa-s-redemption,The danger of prolonged despair is its tendency to cloud the gift of a new beginning that every tomorrow offers. --Anissa's Redemption
0, inspirational,"No matter what your struggles are, everyone has their own level of greatness."
0, inspirational,I strive everyday to be a great parent so my kids can be better people when they move out into the world on their own.
0, fear,"When the mind is without fear and prejudice, and the head is held high with the strength of reasoning, then only the brightest rays of religion can penetrate the darkest corners of the human society."
0, goals,"Mistakes focus our minds on specific details. They weed out truths and afford us goals, bringing straight to our attention lessons to be learned. Mistakes are not meant to make us failures; they are meant to make us wise."
0, contemporary,We don't really change. We finally begin to live a life that is true to our values.
0, freedom,"I grew up with absolutely no religion at all, and it was probably one of the best things that happened to me. I didn't have to unlearn anything."
0, adversity-quotes,"We are each warriors of our own times. When we step out of our protective shell, we each encounter forces much more powerful than we are. What we learn through testing ourselves on the combat zones of our eon becomes the textbook protocol for how we shall live out the remainder of our life. The glorious skirmishes and daunting conflicts that we encounter, and what we learn from vigorous engagements on the battlefield of time, inscribe the story of our lives. Spiritual leaders help guide us in our times of doubt and self-questioning. Recognizing the value of the mentorship of spiritual guides in their self-questing ventures, persons who endure immense adversity wish to reciprocate their love of humanity by sharing the scored story of their episodic journey through the corridors of time and relay the incisive truths they discovered to any other travelers with a willing ear."
0, life,"After which, satisfied with the way he had conducted himself at Meung, free of remorse for the past, confident in the present, and full of hope for the future, he went to bed and slept the sleep of the just."
0, mental-health,Do not love these gardens if you despise the dirt.
0, freedom,"Free a man of the constraints that limit and inhibit his development, and you have a free human being. Freedom is the natural state of man.” He looked away from the boy for a moment and recalled his youth, his own search for self. “My boy,” he imparted with a ferocious passion that shook them both by the throat, “there is nothing negative about our human potential—do you understand me? God Himself created you the way you are. Do not let anyone in this world convince you otherwise. And you are capable of anything, my boy. There is and shall always be a disparity among the gifts God has granted men, but we all deserve equal consideration. All men, no matter how low, how basic, or how tormented, deserve compassion, dignified brotherhood, and respect.	“But part of respecting all men is respecting ourselves. Recognizing that God has blessed you. By embracing these gifts, we live as God lives, with love for all He has created—with an open heart."
0, hands,"All the tools, techniques and technology in the world are nothing without the head, heart and hands to use them wisely, kindly and mindfully"
0, egoism,"Feeding the ego is starving the wisdom, the choice is yours."
0, devotion,Devote time wisely to discover your true self
0, employment,You can resolve any situation with wisdom
0, compassion-wisdom,"Mindfulness and compassion can give you the power, illumination, love, and wisdom to draw higher forms, thoughts, feelings, and situations into your life."
0, civilized,"Arise, my friend – the world is wailing for kindness – it is wailing for compassion – it is wailing for love."
0, employment,Knowing what to do with time is the first step to take when you lose your job
0, effective,"To be productive, effective and to live a life of understanding and wisdom is not to waste time"
0, blessing,Life is not a competition. No one has to lose for someone else to win. A true blessing blesses everyone.
0, forgiveness,The question is: do you want suffering or do you want peace? It's that simple.
0, captivation,You need to use the instrument that the people desire to captivate them back to things that are right
0, fears,There is nothing to fearFrom your reflection
0, communicate,"To fully communicate with people, you need to find tactics that would interest them"
0, advice,"Never be afraid of opportunities, always be on the lookout for adventures."
0, appreciation,"True Love is when you are able to see yourself in another, when you recognize that there is no separation between you and any other Being in the Universe."
0, ancient,"Have you ever had a dream that you were certain was real, only to wake up and realize that everyone and everything in the dream was really you? Well this is how many mystics describe the nature of our reality, as a dream in which we think we are individual personalities existing in the physical universe. But eventually, like in all dreams, we will wake up. Except in this dream we do not wake up to realize we are still in the world, we awake from the world to realize that we are God."
0, ancient,"All of Nature follows perfectly geometric laws. The Ancient Egyptian, Greek, Peruvian, Mayan, and Chinese cultures were well aware of this, as Phi—known as the Golden Ratio or Golden Mean—was used in the constructions of their sculptures and architecture."
0, appreciation,"You are not limited to this body, to this mind, or to this reality—you are a limitless ocean of Consciousness, imbued with infinite potential. You are existence itself."
0, ancient,"In Advaita Vedanta, and in many other ancient wisdom traditions, the world is said to be an illusion. This illusion is commonly referred to as maya, a Sanskrit name which refers to the apparent, or objective reality which is superimposed on the ultimate reality in order to generate the phenomena of what we call the material world. Maya is the magic by which we create duality—by which we create two worlds from one. This creation is an illusory creation—it is not real—it is an imaginary manifestation of the one Universal Consciousness, appearing as all of the various phenomena in objective reality. Maya is God’s, or Consciousness’s, creative power of emptying or reflecting itself into all things and thus creating all things—the power of subjectivity to take on objective appearance."
0, appreciation,"Examples of fractals are everywhere in nature. They can be found in the patterns of trees, branches, and ferns, in which each part appears to be a smaller image of the whole. They are found in the branch-like patterns of river systems, lightning, and blood vessels. They can be seen in snowflakes, seashells, crystals, and mountain ranges. We can even see the holographic and fractal-like nature of reality in the structure of the Universe itself, as the clusters of galaxies and dark matter resemble the neurons in our brain, the mycelium network of fungi, as well as the network of the man-made Internet."
0, appreciation,"When we perceive the stars, the stars are the object of our perception—they exist within us. When we perceive the ocean, the ocean is also within us. The idea that things exist outside of our Consciousness is an illusion. Ancient wisdom traditions have known this for centuries, and even modern science has recognized that our sense organs merely receive information and project it within our own minds. Vision does not take place in the eye, but in an area located in the back of the brain. Everything that we perceive to be “out there” is being experienced “in here."
0, appreciation,"We are only able to disrespect, mistreat, and harm one another when we forget that the other person is us; when we only see the objects of form, and not the subjective Consciousness that lies within. Lust, greed, violence, selfishness—all arise from perceiving others in terms of their individual differences, seeing them only as bodies, and what we can get from them as bodies, rather than acknowledging the Being that lies within the body."
0, compassion,"Negative means separating energies, while positive means unifying energies. It’s not about being ‘good’ or ‘bad’ – energy is quite neutral, actually… one just feels better. Simply imagine that being negative creates distance between the hearts of two people, while being positive brings them closer together."
0, appreciation,"Our beliefs shape how we perceive reality to be, and the belief that shapes our current perception of reality was adopted by the worldview of Newtonian physics, which asserts that reality is objective—that there is a material universe existing outside of our experience. But this isn’t true; there is no material universe outside of you; the Universe takes form through you."
0, appreciation,"Everything exists as information in a field of infinite possibilities, and it is our Consciousness that renders the information and causes it to appear as the material world."
0, appreciation,Everything we perceive to be solid and static is made up of almost entirely empty space.
0, appreciation,"You are not a small and unimportant creature confined to the form of this physical body, contrary to popular belief. At the core of your being you are pure awareness, and this awareness is the same source from which everything in the Universe arises, exists as, and returns to. Consciousness is the dimension of yourself that you have forgotten you are, and of which you long to return to."
0, appreciation,"Jehovah, the Christian name for God derived from the Hebrew Yahweh, (from the letters YHWH), is translated as ""I AM."" YOU ARE the essence of life—the Cosmic Consciousness that creates, lives in, and destroys all things. In Buddhism, your true nature is referred to as your “Buddha Nature.” Muslims refer to it as Allah, Native tribes have often called it the Great Spirit, Taoists refer to it as the Tao, and numerous other cultures throughout history have all created their own distinctive names for it. But the one eternal reality that these cultures point to remains the same—and this reality is YOU."
0, appreciation,Subject and object are not separate—so-called objective reality is projected by our subjective Consciousness.
0, ancient,"The world exists because your mind exists. If your mind didn’t exist, there would be no world. As you look at these words, you see them in what appears to be a reality outside of you. What you are really seeing is the image that your mind is creating from the electrical signals being sent to your brain. While they may appear to be outside of you, this is an illusion, they exist within your own mind, and are being projected to appear as if they are outside of you. This apparent reality that is projected by our minds, is maya, and to believe that maya is the ultimate reality is a result of ignorance, or avidya in Sanskrit."
0, ancient,"God is the ultimate ground of Being, and this ultimate ground of Being is YOU. For one who realizes their true nature as God, as Consciousness, life becomes a joy without end."
0, change-your-thoughts,"It’s true that many overly negative people actually fear letting go of their negativity, and it’s because it has become a part of their identity. If this is the case, make it a smoother transition by releasing and replacing one negative opinion at a time. It certainly is an identity shift, but it’s one that brings greater fulfillment and life satisfaction."
0, appreciation,"When we see one another as different aspects of ourselves—as ourselves experiencing a different situation and circumstance—we develop a love, a connection, and a unity that allows us to see beyond the various forms, as well as the various ways that someone may act out when they have forgotten their connection and their formless nature. If you look at another in this light, you will see a Being that is just like you, looking back at you"
0, civilized,"The more we humanize the society, the more we will become humans."
0, civilized,"What is the point of being humans, if our actions scream with more bestiality than humanity!"
0, civilized,Humanity is not a word my friend. It is a symbol – a symbol of hope – a symbol of wisdom – yet this very symbol has become disgraced by our faults and deluded justification of mistakes.
0, appreciation,"We are like waves in the ocean, each with a unique character and quality on the surface, but deep down we are eternally connected to one another and to the ocean as a whole. If you practice looking beyond the surface of appearances, you will begin to see the true Being that lies within each form. You will see your Consciousness looking through the eyes of another, and it is when you see yourself in another that you cannot help but develop compassion for them; because in Truth, there is no “them,” there is only YOU, experiencing yourself from an inconceivable amount of perspectives."
0, appreciation,"According to Zen Buddhists, all things have their existence in The Void. The Void is that which is no-thing, but contains all things within it, or as some Christian mystics state, “God is Nothing; He is Utterly Other; He is the VOID."
0, appreciation,"We often try to force the experience we want to have, instead of allowing the experience we were meant to have, and in doing this, we miss out on gaining any new insight or understanding."
0, appreciation,"Until we heal the root cause of our suffering, and awaken to our true nature, our inherent confusion will continue to manifest itself in the world around us."
0, appreciation,"This witnessing consciousness, this formless dimension of yourself, is the awareness in which your experience happens, yet it remains untouched by this experience at all times. It is similar to the background of white on which you are reading these words. This white background allows any and every word to exist within it, yet it is not confined to any of these words. Similarly, your awareness allows any and every form to exist within it, but it is not bound to any of these forms."
0, appreciation,"Because we feel ourselves to be separate from the world in which we live, we have also grown to feel quite alone in this world. Our sense of loneliness and isolation not only makes us feel depressed and miserable, but it also causes us to be anxious and afraid of the world and everyone in it. Because of this inherent fear, we put up all kinds of barriers to protect us from the world—barriers that we have created to keep us safe, but that really end up making us feel more alone, more miserable, and more afraid, as they prevent us from being our natural selves."
0, appreciation,"We have become disconnected from our true selves, and naturally, this has produced a deep sense of lack in our lives, causing us to endlessly search for happiness in objects, experiences, and people to fill the emptiness and make us feel whole again. We crave pleasure, material riches, and stimulating experiences—anything that will distract us from this inherent lack of connection. But no matter how hard we try to escape it, eventually the sensation returns. And that is because we are looking for the answer to our freedom in all the wrong places. We are looking for freedom in the world, when the answer to ending our suffering lies within us. Until we heal the root cause of our suffering, and awaken to our true nature, our inherent confusion will continue to manifest itself in the world around us."
0, appreciation,"It is because we feel that we are separate from nature that we also feel it is okay to manipulate it, pollute it, and cause it harm. We project our inner turmoil onto the planet, causing outer turmoil. Nearly all of the disasters of our time—war, famine, oppression, social injustice, environmental pollution, extinction—arise from this delusional belief that we have an existence independent of the world we live in. All of this misery, all of this destruction, all of this pain and suffering, is caused by our failure to realize that there is no separation and that really we are all one."
0, christian-life,"I believe in what you see is what you get, but I also believe in what you see is getting better!"
0, appreciation,"We cannot learn if we are stuck in our mind’s conditioned way of thinking. We must be open to discovering the Truth, whatever it may turn out to be. This requires a state of openness, curiosity, and sincerity, a state of pure awareness, a state of observing reality without jumping to conclusions about what reality is. This state of direct experience is known in Zen as “beginner’s mind,” and it is essential to embody this state when we want to understand our experience."
0, appreciation,"No label can define the immensity of your True nature. You are the awareness that precedes every label, the awareness that is perceiving these words and turning them into thoughts, the awareness that creates the world with every act of observation."
0, appreciation,"You cannot be aware of yourself, for you are awareness itself. How can a witness witness itself? That is like trying to see your own eyes without a reflection, or cut a knife with the tip of its own blade—it is impossible. The subject can only observe the object; it cannot make an object out of itself. But by the very act of observing, you indirectly know yourself as the observer, as the subject. No witnessing of the witness is needed to prove its existence."
0, appreciation,"The modern scientist attempts to step outside of himself in order to observe himself, an attempt that is always doomed to failure. You cannot make an object out of your subjective experience, but you know that consciousness exists, simply because you exist."
0, appreciation,"We only suffer when we falsely identify with the objects that arise in our awareness, rather than with the awareness itself—when we identify with our thoughts, with our emotions, our personal history, and the many stories we tell ourselves. When you reconnect to your source—the essence of your being, the pure and impartial witness—you become free from all of the troubles of the material world; free from the world of form. You no longer feel the desire to cling to forms or depend on them for your happiness. Instead, you are free to enjoy form, free to let form be, and free to allow all forms to come and go as they please. All forms are impermanent and changing, but your consciousness, being formless, is eternal, and exists regardless of the forms that it gives life to."
0, appreciation,"Your true being, as Consciousness, is ever at peace, ever at rest, eternally existing in the dimension of here and now. It is the formless and eternal quality within you that expresses itself through the world of form."
0, appreciation,"If your consciousness is without form, without quality, and without characteristics of any kind, would that not imply that the consciousness in every other being is also formless? And if they are all without form, how can you distinguish their consciousness from your own? What forms would you use to compare them? Isn’t the observing you exactly the same as the observing them?"
0, appreciation,"The consciousness inhabiting your body is exactly the same as the consciousness inhabiting my body. We are one. The delusion that we are separate beings comes from identifying with the world of form—with our names, our bodies, our roles, our beliefs, our thoughts, and all of the mental constructs that we have created; but even these are more connected to the universe than we realize."
0, appreciation,"Your body and my body are both totally made up of and dependent upon the elements of the earth—the water, the air, the heat, the land, the soil and the food it produces—as well as all of the elements that these elements are dependent upon—the sun, the stars, the galaxies, and a vast field of energy and space to contain them in. Nature is our extended body, and the elements outside of our skin are just as important to our health as the elements within our skin. Our bodies are connected to the universe as a whole, and consequently to each other and the many ways in which we influence our shared environment."
0, appreciation,"When we look at a tree, we do not see the tree for what it really is. We see how it appears to us on the surface, and we dismiss it as being just another form in the Universe. We fail to realize that the tree is connected to the Universe on every level; that all of nature is expressing itself through that single form. There can be no tree without the earth that it grows from, the sun that gives it energy, the water that nourishes its growth, and the millions of fungi and bacteria fertilizing its soil. Looking deeply into anything in nature, we realize that it is connected to the whole. We see that nature is one seamless web, and the notion that things have an existence of their own is merely an illusion."
0, appreciation,"You do not have an existence independent of your environment, but rather you are your environment, and your environment is you."
0, appreciation,"You are just as connected to the Universe as a finger is to a hand, or as a branch is to a tree. The entire cosmos is expressing itself through your being."
0, appreciation,"Buddhist philosophy points out that the true nature of all forms is essentially formless. Forms do not have an existence of their own, but rather they arise together, and are mutually dependent on one another. Everything in the world of form is constantly changing, constantly dying, and constantly being reborn—which is why Buddhists say that there is no-self; no form that has an existence in and of itself."
0, change-your-life,We are treated exactly the way we expect to be treated by the world and its people.
0, appreciation,"We fail to see the oneness of all things, and because of this, we unknowingly cause a lot of harm to ourselves. We pollute the Earth that we live on, cut down the trees that produce our oxygen, destroy the ecosystems of nature and the animals that maintain them, and we mistreat and harm each other, thinking that these destructive actions will not have a direct effect on us."
0, appreciation,"Every being experiences themselves as the center of their experience. Consciousness is what lies at our very core, and connects us all to each other. We may appear to be separate and individual because of the various forms our Consciousness inhabits, but below the surface the substance of our being is one and the same."
0, appreciation,"We are so fascinated by the complexity and beauty of the various forms in nature, that we have been led away from the formless dimension of Consciousness that lies at our very center. When you look at a person, you see many differences in their unique form, and often we compare, contrast, and judge one another because of the forms that we inhabit. But if you look beyond the various qualities and characteristics of form, and look another person in the eyes, you see a Being, and it is this Being that lies beneath the surface of form that connects us all. That is why the eyes are often referred to as the gateway to the soul, because they allow us to see and feel the presence of another Being, and realize our oneness."
0, appreciation,"When using the Law of Attraction to manifest one’s more desired reality, it is not simply enough to shift one’s conscious thoughts – for it is actually our beliefs that ‘attract’ the reality. Our thoughts are of our Conscious Mind, while our beliefs rest within our Subconscious Mind. The Conscious Mind acts as the objective observer and receiver of information, while the Subconscious Mind acts as storage and the subjective projector of reality. Projector meaning that the Subconscious Mind projects out, or creates, the perceived reality we see by 1) attracting the vibrational matching experiences in alignment with our beliefs, and 2) coloring the film (information) received through the Conscious Mind in accordance with our belief systems (perception). How we see reality is strongly hued by the beliefs imbedded within us.Thus: shift a belief – shift reality.For example: We are treated exactly the way we expect to be treated by the world and its people.Call to Action: Adopt beliefs that are empowering, heart-connecting, and full of gratitude and peace."
0, inspirational,And don’t forget: Elvendork! It’s unisex!
0, art,"Each timewe bow to thefeet of anythingwe find riveting,the mind rises tobe surprised withnew crowningdiamonds ofcreativity."
0, depression,"You alwaysdrop by, to en-lighten my mind,when my wings arefeeling heavy &i've forgottenhow tofly."
0, life,"The more you realize, the more you realize there is nothing to realize. The idea that there's somewhere we have got to get to, and something we have to attain, is our basic delusion."
0, bright,Live in the shadow of the moon until you're bright enough to give birth to your own suns.
0, learn-something-new-every-day,"From the sadness, learn something; from the happiness, learn something. From the setback, learn something and even from the success learn something. Never stop learning from any situation in life, for that is where the wisdom lies."
0, christian-life,"I believe in what you see is what you get, but I also believe in what you see is getting better."
0, choices,"If I simply look at the map that I’ve so tediously created, it will explain why I’m laying at the bottom of this cliff looking up."
0, life,"THE INTENTION OF LIFE IS NOT TO REMAIN, BUT TO EVOLVE TO SOMETHING BETTER THAN IT WAS BEFORE AT EVERY STAGE, AND FINALLY, TO SOMETHING WONDERFUL."
0, endurance,"Some teach youwhat can't be taught,by turning their backon you & helpingyou get internallycloser to everythingyou externallysought."
0, commit,You'll always be curious yet deliriously sinking into whatever your nightmare is until you let your wings know you're serious by leaping into your wildest dreams of self love.
0, belief,All beliefs are equally valid.
0, change,"If we feel good, we can keep going in the direction of the reality we’re creating. If we don’t feel good, we may reflect upon our beliefs and change them according to the reality we do wish to create."
0, beauty,"Our lips were for each other and our eyes were full of dreams. We knew nothing of travel and we knew nothing of loss. Ours was a world of eternal spring, until the summer came."
0, beauty,"Ô, Muse of the Heart’s Passion,let me relive my Love’s memory,to remember her body, so brave and so free,and the sound of my Dreameress singing to me,and the scent of my Dreameress sleeping by me,Ô, sing, sweet Muse, my soliloquy!"
0, journey-of-life,"In essence the journey to wisdom is a study of self,The conscious, sub-conscious and unconscious self."
0, experience,"We live that we might have experience; that through it we might gain wisdom, compassion, faith, and inner strength."
0, fool,Every fool has an idea how to change the world. Wise people think about how to improve the world around them.
0, anxiety,"‪A wise man once said, 'Life is like breathing. If you try to hold it, you'll lose it. But let it come & go & you'll always be connected to it.'‬"
0, addiction,"Please don't be overly sober with your precious wings, it's your addiction to freedom that makes me think that i too can defy gravity."
0, awareness,You have to learn where your weaknesses end and your strengths starts or you will spend your life focusing on all that falls apart.
0, changes,"We can't be afraid of change. You may feel very secure in the pond that you are in, but if you never venture out of it, you will never know that there is such a thing as an ocean, a sea. Holding onto something that is good for you now, may be the very reason why you don't have something better."
0, inspirational-quotes,"There will be a few times in your life when all your instincts will tell you to do something, something that defies logic, upsets your plans, and may seem crazy to others. When that happens, you do it. Listen to your instincts and ignore everything else. Ignore logic, ignore the odds, ignore the complications, and just go for it."
0, divorce,"There is no such thing as a ""broken family."" Family is family, and is not determined by marriage certificates, divorce papers, and adoption documents. Families are made in the heart. The only time family becomes null is when those ties in the heart are cut. If you cut those ties, those people are not your family. If you make those ties, those people are your family. And if you hate those ties, those people will still be your family because whatever you hate will always be with you."
0, forgiveness,"Last night I lost the world, and gained the universe."
0, gratitude,"True happiness is to enjoy the present, without anxious dependence upon the future, not to amuse ourselves with either hopes or fears but to rest satisfied with what we have, which is sufficient, for he that is so wants nothing. The greatest blessings of mankind are within us and within our reach. A wise man is content with his lot, whatever it may be, without wishing for what he has not."
0, inspirational-quotes,"No one loses anyone, because no one owns anyone. That is the true experience of freedom: having the most important thing in the world without owning it"
0, inspirational-life,"You can be the most beautiful person in the world and everybody sees light and rainbows when they look at you, but if you yourself don't know it, all of that doesn't even matter. Every second that you spend on doubting your worth, every moment that you use to criticize yourself; is a second of your life wasted, is a moment of your life thrown away. It's not like you have forever, so don't waste any of your seconds, don't throw even one of your moments away."
0, homecoming,"Home is the place where, when you have to go there, they have to take you in."
0, bravery,"I am my own biggest critic. Before anyone else has criticized me, I have already criticized myself. But for the rest of my life, I am going to be with me and I don't want to spend my life with someone who is always critical. So I am going to stop being my own critic. It's high time that I accept all the great things about me."
0, control-issues,"And I told him, I said: ""One day you're going to miss the subway because it's not going to come. One of these days, it's going to break down and it's not going to come around and everyone else will just wait for the next one or will take the bus, or walk, or run to the next station: they will go on with their lives. And you're not going to be able to go on with your life! You'll be standing there, in the subway station, staring at the tube. Why? Because you think that everything has to happen perfectly and on time and when you think it's going to happen! Well guess what! That's not how things happen! And you'll be the only one who's not going to be able to go on with life, just because your subway broke down. So you know what, you've got to let go, you've got to know that things don't happen the way you think they're going to happen, but that's okay, because there's always the bus, there's always the next station...you can always take a cab."
0, ect,One of the most scariest thing in life is when you come to the realization that the only thing that can save you is...yourself
0, inspirational-quotes,The creation of a thousand forests is in one acorn
0, inspirational-quotes,"I knew who I was this morning, but I've changed a few times since then."
0, challenges,"I have realized; it is during the times I am far outside my element that I experience myself the most. That I see and feel who I really am, the most! I think that's what a comet is like, you see, a comet is born in the outer realms of the universe! But it's only when it ventures too close to our sun or to other stars that it releases the blazing ""tail"" behind it and shoots brazen through the heavens! And meteors become sucked into our atmosphere before they burst like firecrackers and realize that they're shooting stars! That's why I enjoy taking myself out of my own element, my own comfort zone, and hurling myself out into the unknown. Because it's during those scary moments, those unsure steps taken, that I am able to see that I'm like a comet hitting a new atmosphere: suddenly I illuminate magnificently and fire dusts begin to fall off of me! I discover a smile I didn't know I had, I uncover a feeling that I didn't know existed in me... I see myself. I'm a shooting star. A meteor shower. But I'm not going to die out. I guess I'm more like a comet then. I'm just going to keep on coming back."
0, foresight,"Our bodies have five senses: touch, smell, taste, sight, hearing. But not to be overlooked are the senses of our souls: intuition, peace, foresight, trust, empathy. The differences between people lie in their use of these senses; most people don't know anything about the inner senses while a few people rely on them just as they rely on their physical senses, and in fact probably even more."
0, beginnings,"Ends are not bad things, they just mean that something else is about to begin. And there are many things that don't really end, anyway, they just begin again in a new way. Ends are not bad and many ends aren't really an ending; some things are never-ending."
0, envy,"There is a magnificent, beautiful, wonderful painting in front of you! It is intricate, detailed, a painstaking labor of devotion and love! The colors are like no other, they swim and leap, they trickle and embellish! And yet you choose to fixate your eyes on the small fly which has landed on it! Why do you do such a thing?"
0, inspirational-quotes,"I am an extremely sincere individual. I am sincere, to a fault. One of the many things that I have come to realize, to learn, is that sincerity must be reserved and given only to those who deserve it. And one must save one's emotions, channeling them only to the people who are worthy of it. One must not throw one's pearls to the pigs."
0, inspirational-quotes,"In the future, there will be no female leaders. There will just be leaders."
0, inspirational-life,"It's definitely difficult being a woman and growing up a girl. When you're graceful, people say you lack personality; when you're serene, people say you're boring; when you're confident, people say you're arrogant; when you're feminine, people say you're too girly; and when you climb trees, people say you're too much of a tomboy! As a woman, you really need to develop a very strong sense of self and the earlier you can do that, the better! You have to be all the things that you are, without allowing other people's ignorance change you! I realized that they don't know what grace is, they can't identify serenity, they have inferiority complexes, they are incapable of being feminine, and they don't know how to climb trees!"
0, inspirational-quotes,"I believe in strong women. I believe in the woman who is able to stand up for herself. I believe in the woman who doesn't need to hide behind her husband's back. I believe that if you have problems, as a woman you deal with them, you don't play victim, you don't make yourself look pitiful, you don't point fingers. You stand and you deal. You face the world with a head held high and you carry the universe in your heart."
0, beyond-time,"Sometimes the things that are felt the most are expressed between two souls over the distance and over time...where no words abide. And others may speak freely, live with one another freely, express themselves freely– just like everyone else, but then there is you... you have no words for proof of reassurance, no tokens of professed love, but you have something. Something worth keeping."
0, finding-yourself,"You can run away from yourself so often, and so much, just because the broken pieces of you cut your feet too deeply if you stay around for too long. But then what if someone were to come along and pick up those pieces for you? Then you wouldn't have to run away from yourself anymore. You could stop running. If someone sees you as something worth staying with— maybe you'll stay with yourself, too."
0, children,It's not our job to toughen our children up to face a cruel and heartless world. It's our job to raise children who will make the world a little less cruel and heartless.
0, friendship,"There are still some wonderful people left in this world! They are diamonds in the rough, but they're around! You'll find them when you fall down– they're the ones who pick you up, who don't judge, and you had to fall down to see them! When you get up again, remember who your true friends are!"
0, leadership,"Faith moves mountains, love transforms hearts."
0, inspirational-attitude,"As you go about your daily life, you will encounter many lemons. Sour expressions, sour attitudes, sour auras! The good thing is that if you don't want to be a lemon, you don't have to be! Just don't let those lemons rub themselves all over you! And you don't even have to save them! Let lemons be lemons! One of the most important things that I have ever learned, is that I don't have to save people."
0, self-esteem,"You just have to say to yourself, ""I am not willing to accept anything less than what I deserve! I am smart! I am Beautiful! I am a good woman and I deserve to be happy!"" It all starts with you."
0, intention,"Before you find your soul mate, you must first discover your soul."
0, inspirational-quotes,Strike the shepherd and the sheep will scatter
0, envy,"If you swim effortlessly in the deep oceans, ride the waves to and from the shore, if you can breathe under water and dine on the deep treasures of the seas; mark my words, those who dwell on the rocks carrying nets will try to reel you into their catch. The last thing they want is for you to thrive in your habitat because they stand in their atmosphere where they beg and gasp for some air."
0, beauty,"Peace is the number one beautiful ornament you can wear, I really believe that. They say you should always wear a smile, but I don't believe that you should ""always"" wear a smile, seriously, you're going to look stupid! But peace, you should always carry peace within you, its the most beautifying thing you could ever have or do. Peace makes your heart beautiful and it makes you look beautiful, too. You want to have perfect physical posture when you stand, sit, and walk, and peace is the perfect posture of the soul, really. Try perfect posture outside as well as inside. Peace creates grace and grace gives peace."
0, inspirational-quotes,"And it's the funniest thing: as soon as I see it, the whistling in my ears stops and the feeling of terror drains away, and I realize this whole time I haven't been falling at all. I've been floating."
0, creativity,"You become more divine as you become more creative. All the religions of the world have said God is the creator. I don’t know whether he is the creator or not, but one thing I know: the more creative you become, the more godly you become. When your creativity comes to a climax, when your whole life becomes creative, you live in God. So he must be the creator because people who have been creative have been closest to him. Love what you do. Be meditative while you are doing it – whatsoever it is"
0, life-quotes,Your heart is the size of an ocean. Go find yourself in its hidden depths.
0, inspirational-quotes,Never waste any amount of time doing anything important when there is a sunset outside that you should be sitting under!
0, envy,"If you walk on sunlight, bathe in moonlight, breathe in a golden air and exhale a Midas' touch; mark my words, those who exist in the shadows will try to pull you into the darkness with them. The last thing that they want is for you to see the wonder of your life because they can't see theirs."
0, inspirational-life,"Only you can take inner freedom away from yourself, or give it to yourself. Nobody else can."
0, internet,You are what you share.
0, inner-strength,"Inside every woman, is a crazy girl. And we all know what I'm talking about. That part of you that is entangled with insecurities, fears, and absolute insanity! The art of femininity lies in the molding, pounding, and defeating of that crazy girl on a daily basis! Look at any woman, and you're looking at a woman fighting a daily battle, wielding her weapons in war, every day! I have said it before and I'll say it again: it is never easy being a woman! And if we could only pound that crazy, insecure girl out of ourselves, it would make such the difference!"
